"Original HelpX Location","UUID","Transformed Markdown File"
"/content/help/en/aem-forms/aem-document-security","86030273-c9c2-4a1b-8b88-081e8a923182","/data/Services/Adobe-Document-Collaboration-Portal/content/markdown/helpx/aem-document-security.md"
"/content/help/en/aem-forms/aem-document-security/document-security-extension-microsoft-office","33861335-6cd3-46c0-aa91-c4205f96c29e","/data/Services/Adobe-Document-Collaboration-Portal/content/markdown/helpx/aem-document-security/document-security-extension-microsoft-office.md"
"/content/help/en/aem-forms/aem-document-security/download-installer","da1980fa-d5ad-497b-abe2-757471b75800","/data/Services/Adobe-Document-Collaboration-Portal/content/markdown/helpx/aem-document-security/download-installer.md"
"/content/help/en/aem-forms/aem-document-security/Troubleshooting-Document-Security-Extension","3e154d6f-42e3-4555-969d-2643d7860117","/data/Services/Adobe-Document-Collaboration-Portal/content/markdown/helpx/aem-document-security/Troubleshooting-Document-Security-Extension.md"
"/content/help/en/aem-forms/aem-document-security/installing-configuring-aemdsext","db03bac6-2b1d-473a-8ba6-c23284c0490c","/data/Services/Adobe-Document-Collaboration-Portal/content/markdown/helpx/aem-document-security/installing-configuring-aemdsext.md"
"/content/help/en/aem-forms/aem-document-security/using-aem-document-security-extension","67114012-3e3a-4e96-b51e-bd36936109ae","/data/Services/Adobe-Document-Collaboration-Portal/content/markdown/helpx/aem-document-security/using-aem-document-security-extension.md"
"/content/help/en/aem-forms/aem-document-security/aem-document-security-extension-help/using-aem-document-security-extension-for-microsoft-office","e3e7d8e8-fb04-4fb2-876b-d11b5644e4c2","/data/Services/Adobe-Document-Collaboration-Portal/content/markdown/helpx/aem-document-security/aem-document-security-extension-help/using-aem-document-security-extension-for-microsoft-office.md"
"/content/help/en/aem-forms/aem-document-security/aem-document-security-extension-help/installing-and-configuring","e0415502-9eb3-4edc-82ed-d2394c6c1e13","/data/Services/Adobe-Document-Collaboration-Portal/content/markdown/helpx/aem-document-security/aem-document-security-extension-help/installing-and-configuring.md"
